gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,winner
566,4926.65,5007.4,2634.98,2713.77,2,2,50,50,25,25,60,31,1895,711,0,182,28,3744,0,-1
567,4926.65,4991.15,2654.33,2697.47,2,2,50,50,25,25,60,38,1427,393,0,149,20,3953,0,-1
568,4926.65,4991.15,2593.37,2638.07,2,2,50,50,25,25,60,26,1204,500,0,223,35,4013,0,-1
569,4926.65,4991.15,2526.15,2551.42,2,2,50,50,25,25,60,12,951,337,0,118,25,4266,0,-1
570,4837.3,4991.15,2496.19,2458.48,2,2,50,50,25,25,60,18,1027,632,0,210,26,4132,0,-1
571,4837.3,4991.15,2453.07,2423.38,2,2,50,50,25,25,60,23,3263,1592,0,206,55,3074,0,-1
572,4837.3,4991.15,2360.36,2344.54,2,2,50,50,25,25,60,24,1784,683,0,227,19,3737,0,-1
573,4962.3,4991.15,2407.99,2374.98,2,2,50,50,25,25,60,19,2782,1092,0,181,52,3412,0,-1
574,4962.3,4991.15,2363.39,2399.72,2,2,50,50,25,25,60,31,1602,1042,0,303,51,3816,35,-1
575,4846.05,4858.75,2296.99,2403.45,2,2,50,50,25,25,60,17,731,380,0,189,12,4310,12,-1
576,4846.05,4858.75,2258.07,2360.73,2,2,50,50,25,25,60,15,823,600,0,153,41,4211,6,-1
577,4846.05,4858.75,2254.23,2321.52,2,2,50,50,25,25,60,15,966,614,0,239,42,4219,49,-1
578,4837.3,4858.75,2279.44,2339.23,2,2,50,50,25,25,60,22,1152,792,0,241,52,3948,61,-1
579,4837.3,4831.15,2271.46,2419.46,2,2,50,50,25,25,60,33,1035,885,0,378,39,3997,139,-1
580,4837.3,4813.55,2253.9,2435.65,2,2,50,50,25,25,60,23,1025,727,0,241,9,4071,0,-1
581,4837.3,4861.05,2253.71,2435.53,2,2,50,50,25,25,60,30,992,603,0,175,17,4158,0,-1
582,4916.05,4861.05,2243.24,2402.8,2,2,50,50,25,25,60,20,1225,616,0,177,11,3855,0,-1
583,4916.05,4887.45,2253.4,2416.12,2,2,50,50,25,25,60,37,729,517,0,196,2,3999,0,-1
584,4823.65,4924.8,2316.51,2475.98,2,2,50,50,25,25,60,49,706,637,0,300,23,3990,0,-1
585,4824.8,4924.8,2372.46,2513.72,2,2,50,50,25,25,60,46,396,244,0,179,5,4114,0,-1
586,4824.8,4924.8,2437.49,2559.88,2,2,50,50,25,25,60,50,484,393,0,283,8,4034,5,-1
587,4823.65,4924.8,2493.14,2619.44,2,2,50,50,25,25,60,43,386,233,0,212,8,4102,0,-1
588,4823.65,4924.8,2575.91,2635.82,2,2,50,50,25,25,60,43,395,321,0,318,11,4087,0,-1
589,4875.0,4924.8,2698.16,2664.28,2,2,50,50,25,25,60,55,566,500,0,394,5,3663,0,-1
590,4875.0,4924.8,2762.14,2627.06,2,2,50,50,25,25,60,40,494,417,0,383,16,3691,84,-1
591,4875.0,4924.8,2764.8,2646.09,2,2,50,50,25,25,60,44,377,288,0,277,2,3779,0,-1
592,4875.0,4924.8,2768.56,2614.06,2,2,50,50,25,25,60,35,458,381,0,353,2,3751,8,-1
593,4875.0,4924.8,2855.71,2605.77,2,2,50,50,25,25,60,53,467,400,0,508,9,3548,0,-1
594,4875.0,4924.8,2881.65,2513.72,2,2,50,50,25,25,60,27,281,183,0,317,5,3819,162,-1
595,4875.0,4924.8,2932.24,2621.08,2,2,50,50,25,25,60,45,278,159,0,131,1,4015,0,-1
596,4875.0,4924.8,2973.92,2689.85,2,2,50,50,25,25,60,43,292,204,0,214,2,4238,0,-1
597,4875.0,4887.45,2918.89,2718.55,2,2,50,50,25,25,60,40,255,151,0,163,4,4036,145,-1
598,4875.0,4887.45,2914.26,2712.88,2,2,50,50,25,25,60,38,239,130,0,204,2,4299,0,-1
599,4875.0,4887.45,2946.84,2750.54,2,2,50,50,25,25,60,39,307,190,0,262,4,3919,0,-1
600,4872.5,4887.45,2957.76,2781.8,2,2,50,50,25,25,60,47,391,183,0,247,5,3911,61,-1
601,4872.5,4887.45,2955.63,2811.07,2,2,50,50,25,25,60,55,345,249,0,270,5,4089,0,-1
602,4872.5,4887.45,3009.54,2874.73,2,2,50,50,25,25,60,60,736,536,0,250,15,3891,59,-1
603,9667.4,9663.65,3083.82,2919.39,3,3,50,50,1,1,60,56,337,230,0,203,11,4098,1,-1
604,9667.4,9663.65,3071.02,3043.53,2,2,50,50,1,1,60,47,220,16,0,12,0,4255,0,-1
605,9667.4,9663.65,3131.43,3040.96,2,2,50,50,1,1,60,31,259,51,0,9,0,4636,0,-1
606,9667.4,9663.65,3152.23,3077.86,2,2,50,50,1,1,60,40,306,27,0,8,0,4609,0,-1
607,9667.4,9663.65,3230.56,3059.08,2,2,50,50,1,1,60,35,306,37,0,11,2,4470,0,-1
608,4881.15,4841.15,3177.08,3034.07,2,2,50,50,25,25,60,34,206,17,0,7,0,4555,0,-1
609,4870.4,4841.15,3215.8,2994.89,2,2,50,50,25,25,60,41,224,68,0,30,1,4495,0,-1
610,4867.5,4887.4,3238.28,2946.47,2,2,50,50,25,25,60,47,294,76,0,44,1,4544,0,-1
611,4867.5,4879.9,3288.94,2972.93,2,2,50,50,25,25,60,67,351,154,0,51,4,4362,0,-1
612,4867.5,4879.9,3261.05,2952.39,2,2,50,50,25,25,60,43,268,42,0,25,0,4604,0,-1
613,4867.5,4954.9,3275.42,2907.46,2,2,50,50,25,25,60,39,738,117,0,18,1,4253,0,-1
614,4867.5,4879.9,3265.2,2863.8,2,3,50,50,25,25,60,40,404,76,0,22,1,4321,28,-1
615,4918.65,4879.9,3270.54,2875.72,2,2,50,50,25,25,60,43,237,48,0,28,0,4636,0,-1
616,4918.65,4841.15,3251.97,2914.75,2,2,50,50,25,25,60,48,356,27,0,42,0,4354,0,-1
617,4918.65,8883.65,3292.54,3019.51,3,3,50,50,25,1,60,52,351,74,0,59,0,4373,15,-1
618,4918.65,8883.65,3234.84,3096.81,2,2,50,50,25,1,60,40,235,47,0,42,0,4379,0,-1
619,4862.4,8883.65,3206.47,3096.5,2,2,50,50,25,1,60,41,246,31,0,32,2,4220,0,-1
620,4862.4,8883.65,3211.26,3073.05,2,2,50,50,25,1,60,45,272,56,0,42,1,4142,0,-1
621,4862.4,4902.4,3249.0,3067.68,2,2,50,50,25,25,60,46,338,76,0,30,0,4325,0,-1
622,4862.4,4902.4,3238.05,3096.13,2,2,50,50,25,25,60,47,276,55,0,51,0,4379,0,-1
623,4909.9,4902.4,3261.4,3049.82,2,2,50,50,25,25,60,42,389,107,0,43,0,4355,0,-1
624,4909.9,4841.15,3275.18,3103.09,3,2,50,50,25,25,60,63,554,144,0,47,0,4181,0,-1
625,4909.9,4841.15,3312.13,3168.09,2,2,50,50,25,25,60,63,487,168,0,128,0,4094,0,-1
626,4909.9,4811.7,3342.63,3209.35,2,2,50,50,25,25,60,70,974,551,0,114,6,3796,5,-1
627,4909.9,4811.7,3360.39,3248.05,2,2,50,50,25,25,60,55,438,120,0,73,2,4253,0,-1
628,4931.15,4866.15,3400.03,3330.9,2,2,50,50,25,25,60,67,469,246,0,129,4,4093,0,-1
629,4931.15,4866.15,3416.23,3357.23,2,2,50,50,25,25,60,47,476,274,0,135,0,4175,0,-1
630,4931.15,4866.15,3459.26,3406.69,2,2,50,50,25,25,60,63,242,59,0,97,1,4194,0,-1
631,4931.15,4866.15,3506.62,3397.44,2,2,50,50,25,25,60,63,282,63,0,127,0,4437,0,-1
632,4931.15,9912.4,3516.45,3474.96,2,3,50,50,25,1,60,50,170,5,0,139,0,4506,40,-1
633,9624.9,9912.4,3569.85,3527.85,3,3,50,50,1,2,60,61,150,8,0,167,5,4135,14,-1
634,9624.9,9912.4,3407.69,3300.42,2,2,50,50,1,1,60,12,127,0,0,0,0,4304,1623,-1
635,9624.9,9912.4,3261.46,3157.6,2,2,50,50,1,1,60,16,123,0,0,0,0,3300,1553,-1
636,9624.9,9912.4,3112.13,3013.98,2,2,50,50,1,1,60,22,127,0,0,0,0,3423,1940,-1
637,9624.9,9912.4,2854.19,2877.24,2,2,50,50,1,1,60,34,131,102,0,2,0,2746,5319,-1
638,9624.9,9912.4,2764.99,2802.17,2,2,50,50,1,1,60,32,131,7,0,1,0,3955,1700,-1
639,9624.9,9912.4,2762.0,2735.54,2,2,50,50,1,1,60,14,236,4,0,1,0,4480,126,-1
640,9624.9,9912.4,2595.03,2718.13,2,2,50,50,1,1,60,28,130,1,0,1,0,3651,2450,-1
641,9624.9,9912.4,2503.25,2673.7,2,2,50,50,1,1,60,38,158,1,0,3,0,4131,1938,-1
642,4819.9,4866.15,2409.65,2508.67,2,2,50,50,25,25,60,12,129,0,0,0,0,3367,1735,-1
643,4819.9,4866.15,2330.02,2421.36,2,2,50,50,25,25,60,28,126,0,0,2,0,3477,2771,-1
644,4819.9,4866.15,2386.77,2517.12,2,2,50,50,25,25,60,40,128,40,0,4,0,4690,3,-1
645,4819.9,4866.15,2368.4,2494.11,2,2,50,50,25,25,60,43,126,24,0,2,0,3957,1382,-1
646,4819.9,4866.15,2240.0,2426.03,2,2,50,50,25,25,60,24,126,0,0,0,0,3788,2258,-1
647,4819.9,4866.15,2298.1,2519.28,2,2,50,50,25,25,60,48,160,4,0,6,0,4539,11,-1
648,4803.65,4866.15,2202.91,2408.28,2,2,50,50,25,25,60,19,129,0,0,1,0,3880,1811,-1
649,4803.65,4866.15,2135.58,2366.03,2,2,50,50,25,25,60,27,129,2,0,2,0,3480,2999,-1
650,4926.05,4866.15,2289.81,2447.13,2,2,50,50,25,25,60,48,167,15,0,8,0,4386,0,-1
651,4926.05,4866.15,2414.2,2500.57,2,2,50,50,25,25,60,56,172,4,0,20,0,4628,0,-1
652,4926.05,4874.8,2514.56,2642.07,2,2,50,50,25,25,60,44,486,29,0,14,0,4438,0,-1
653,4926.05,4866.15,2567.86,2692.61,2,2,50,50,25,25,60,49,149,9,0,20,0,4477,12,-1
654,4926.05,4866.15,2664.46,2742.39,2,2,50,50,25,25,60,50,135,6,0,7,0,4675,454,-1
655,4926.05,4832.4,2768.28,2836.74,2,2,50,50,25,25,60,56,167,10,0,29,1,4562,0,-1
656,8371.15,8817.4,2679.19,2866.79,3,3,50,50,1,1,60,34,139,0,0,3,0,4114,917,-1
657,8394.8,8817.4,2739.8,2933.71,3,2,50,50,2,1,60,49,124,0,0,6,1,4140,1005,-1
658,8394.8,4862.8,2834.35,3044.99,2,2,50,50,2,25,60,66,123,2,0,18,1,4680,87,-1
659,8394.8,4862.8,2921.41,3148.32,2,2,50,50,1,25,60,64,127,0,0,12,1,4675,0,-1
660,8394.8,4862.8,2928.63,3159.41,2,2,50,50,1,25,60,61,123,0,0,5,39,3667,1674,-1
661,8231.15,4822.4,2993.71,3272.12,3,3,50,50,1,25,60,71,122,1,0,13,6,4552,99,-1
662,8231.15,4824.9,3088.4,3294.08,2,2,50,50,1,25,60,67,115,2,0,17,0,4858,14,-1
663,8231.15,6496.15,3152.97,3322.87,2,3,50,50,1,1,60,60,121,6,0,8,0,4816,146,-1
664,8231.15,6496.15,3284.82,3376.68,2,2,50,50,1,1,60,60,179,19,0,6,6,4530,45,-1
665,8231.15,6496.15,3238.3,3371.23,2,2,50,50,1,1,60,34,120,0,0,2,2,3643,2942,-1
666,8231.15,6496.15,3246.8,3464.1,2,2,50,50,1,1,60,62,121,0,0,1,13,4171,1817,-1
667,8231.15,6496.15,3281.07,3492.58,2,2,50,50,1,1,60,56,123,5,0,10,0,4697,632,-1
668,8231.15,6496.15,3307.14,3494.5,2,2,50,50,1,1,60,51,115,2,0,62,1,4767,65,-1
669,8231.15,6496.15,3057.67,3238.81,2,2,50,50,1,1,60,19,126,0,0,0,1,3092,4592,-1
670,8231.15,6496.15,3117.06,3257.83,2,2,50,50,1,1,60,58,118,2,0,15,8,4794,0,-1
671,4956.6,6496.15,3223.28,3388.8,3,2,50,50,25,1,60,57,122,3,0,40,9,4849,54,-1
672,4956.6,4836.15,3315.46,3372.61,2,2,50,50,25,25,60,47,122,1,0,34,14,4457,63,-1
673,4956.6,4836.15,3410.22,3395.4,2,2,50,50,25,25,60,56,220,10,0,39,18,4460,144,-1
674,4956.6,4836.15,3288.48,3207.54,2,2,50,50,25,25,60,38,126,65,0,3,28,3194,3838,-1
675,4956.6,4821.15,3306.77,3230.83,2,2,50,50,25,25,60,53,127,2,0,28,41,4392,424,-1
676,9881.15,4821.15,3308.28,3230.16,3,2,50,50,1,25,60,43,127,0,0,30,4,5002,51,-1
677,4956.6,4836.15,3148.76,3218.74,2,2,50,50,25,25,60,36,122,1,0,15,4,3966,1500,-1
678,4956.6,4836.15,3181.28,3250.61,2,2,50,50,25,25,60,41,126,3,0,31,4,4500,392,-1
679,4956.6,4836.15,3283.45,3252.8,2,2,50,50,25,25,60,49,158,22,0,38,17,4450,5,-1
680,4956.6,4836.15,3279.95,3309.03,2,2,50,50,25,25,60,53,157,0,0,35,14,4954,19,-1
681,4956.6,4969.9,3286.37,3329.11,2,2,50,50,25,25,60,48,124,1,0,85,3,4679,228,-1
682,4956.6,4969.9,3318.84,3417.99,2,2,50,50,25,25,60,56,130,1,0,38,17,4470,275,-1
683,4956.6,4969.9,2989.04,3255.77,2,2,50,50,25,25,60,16,124,0,0,1,3,3020,5083,-1
684,4956.6,4969.9,2927.09,3274.84,2,2,50,50,25,25,60,42,124,0,0,28,2,4651,896,-1
685,4956.6,4969.9,2959.65,3315.96,2,2,50,50,25,25,60,54,125,0,0,28,8,4508,899,-1
686,4822.4,4969.9,2781.74,3228.03,2,2,50,50,25,25,60,32,125,1,0,27,11,3377,3232,-1
687,4843.85,4969.9,2481.62,3111.18,2,2,50,50,25,25,60,27,124,0,0,4,1,3480,3540,-1
688,4843.85,4969.9,2564.64,3119.92,3,3,50,50,25,25,60,54,125,33,0,30,2,4559,157,-1
689,4843.85,4969.9,2667.13,3039.6,2,2,50,50,25,25,60,33,129,0,0,34,4,4867,49,-1
690,4843.85,4969.9,2710.97,3041.38,2,2,50,50,25,25,60,33,129,13,0,35,2,4625,0,-1
691,4843.85,4969.9,2735.95,3060.01,2,2,50,50,25,25,60,41,130,1,0,72,19,4471,60,-1
692,4788.7,4969.9,2731.17,3068.08,2,2,50,50,25,25,60,43,129,2,0,53,4,4577,1199,-1
693,4825.1,4969.9,2764.98,3075.45,2,2,50,50,25,25,60,40,148,3,0,21,1,4542,21,-1
694,4825.1,4969.9,2577.39,2843.16,2,2,50,50,25,25,60,21,130,4,0,5,0,3553,3320,-1
695,4848.55,4969.9,2605.97,2902.7,2,2,50,50,25,25,60,40,127,9,0,53,7,4747,11,-1
696,4848.55,4969.9,2592.43,2962.54,2,2,50,50,25,25,60,48,128,14,0,20,17,4332,42,-1
697,4848.55,4969.9,2609.04,2967.15,2,2,50,50,25,25,60,52,124,4,0,31,21,5050,156,-1
698,4848.55,4969.9,2687.25,2950.26,2,2,50,50,25,25,60,36,126,2,0,63,13,5081,111,-1
699,4848.55,4969.9,2575.78,3090.79,2,2,50,50,25,25,60,41,129,0,0,11,35,4579,1061,-1
700,4848.55,4969.9,2573.37,3018.19,2,2,50,50,25,25,60,44,123,1,0,44,42,4631,798,-1
701,4859.9,4858.5,2713.06,3074.96,2,2,50,50,25,25,60,49,128,29,0,16,60,4621,130,-1
702,4859.9,4858.5,2735.26,3105.83,2,2,50,50,25,25,60,48,169,0,0,24,133,4124,970,-1
703,4848.55,4858.5,2783.81,3179.02,2,2,50,50,25,25,60,52,299,4,0,55,108,4748,115,-1
704,4848.55,4858.5,2837.84,3272.16,2,2,50,50,25,25,60,54,166,2,0,64,129,4922,174,-1
705,9576.9,9504.4,2912.9,3434.66,3,3,50,50,1,2,60,60,211,5,0,78,79,4878,57,-1
706,9576.9,9504.4,2984.26,3419.72,2,2,50,50,1,2,60,48,115,0,0,27,82,4634,444,-1
707,9576.9,9504.4,3092.71,3425.97,2,2,50,50,1,2,60,63,239,0,0,70,217,4755,400,-1
708,9576.9,9218.15,3197.65,3499.72,3,3,50,50,1,1,60,65,230,1,0,50,154,4776,285,-1
709,9576.9,9218.15,3003.93,3338.82,2,2,50,50,1,1,60,29,123,2,0,15,23,3223,3884,-1
710,9576.9,9218.15,3073.95,3365.6,2,2,50,50,1,1,60,61,117,3,0,44,88,4526,379,-1
711,9576.9,9218.15,3172.08,3389.79,2,2,50,50,1,1,60,61,84,0,0,57,70,4379,63,-1
712,9576.9,9218.15,3212.85,3371.72,2,2,50,50,1,1,60,59,85,2,0,104,86,4582,462,-1
713,9576.9,9218.15,3262.35,3427.32,2,2,50,50,1,1,60,68,68,4,0,98,142,4121,208,-1
714,9576.9,9901.3,3374.08,3430.32,2,3,50,50,1,2,60,69,70,1,0,237,95,4639,182,-1
715,8438.0,9901.3,3362.14,3442.3,2,3,50,50,1,2,60,69,70,1,0,100,42,3881,510,-1
716,8438.0,9901.3,3199.48,3353.14,2,2,50,50,1,2,60,35,29,0,0,61,7,3774,2684,-1
717,8438.0,9901.3,3116.26,3383.84,2,2,50,50,1,2,60,50,65,1,0,67,34,4375,6,-1
718,8438.0,9901.3,3166.89,3388.24,2,2,50,50,1,2,60,42,64,1,0,79,15,4401,286,-1
719,4945.65,9901.3,3078.43,3374.66,2,2,50,50,25,2,60,42,42,2,0,112,10,3978,454,-1
720,4945.65,9901.3,3049.35,3411.14,2,2,50,50,25,2,60,41,90,0,0,56,21,4317,136,-1
721,4945.65,9901.3,3028.33,3423.21,2,2,50,50,25,2,60,50,51,1,0,68,22,4527,423,-1
722,4945.65,9901.3,2913.67,3299.1,2,2,50,50,25,2,60,39,102,1,0,27,26,4224,1548,-1
723,4945.65,9901.3,2975.92,3290.55,2,2,50,50,25,2,60,57,77,2,0,61,59,4267,604,-1
724,4945.65,9901.3,2971.04,3233.9,2,2,50,50,25,2,60,32,38,0,0,28,5,5031,289,-1
725,4902.55,9901.3,3006.68,3286.45,3,2,50,50,25,2,60,54,75,1,0,57,33,3634,312,-1
726,4902.55,9901.3,3060.1,3346.56,2,2,50,50,25,2,60,56,139,0,0,72,41,4251,854,-1
727,4902.55,9901.3,3133.22,3371.72,2,2,50,50,25,2,60,56,70,0,0,59,51,4628,231,-1
728,4902.55,9901.3,3145.16,3489.77,2,2,50,50,25,2,60,51,93,2,0,59,54,4755,169,-1
729,4902.55,9901.3,3226.36,3487.9,2,2,50,50,25,2,60,65,192,3,0,31,43,4659,210,-1
730,4902.55,9901.3,3171.8,3474.5,2,2,50,50,25,2,60,53,37,1,0,71,85,4459,425,-1
731,4902.55,9901.3,3133.73,3416.26,2,2,50,50,25,2,60,44,48,10,0,69,146,4366,998,-1
732,4902.55,9901.3,2932.45,3189.07,2,2,50,50,25,1,60,36,28,5,0,24,24,1479,4323,-1
733,4902.55,9901.3,3016.36,3170.11,2,2,50,50,25,1,60,49,67,7,0,76,57,4506,525,-1
734,4902.55,9901.3,3043.73,3103.83,3,3,50,50,25,2,60,59,62,12,0,84,93,3762,1436,-1
735,4902.55,9269.65,3097.23,3120.61,3,2,50,50,25,1,60,61,59,3,0,76,37,3831,21,-1
736,9567.65,6971.4,3196.99,3184.47,3,3,50,50,1,1,60,64,70,2,0,80,75,3200,921,-1
737,9567.65,6971.4,3287.79,3241.0,2,2,50,50,1,1,60,64,49,1,0,229,60,4672,154,-1
738,9567.65,6971.4,3350.15,3293.92,2,2,50,50,1,1,60,70,52,2,0,230,51,4073,99,-1
739,9567.65,6971.4,3371.81,3246.0,3,2,50,50,1,1,60,64,41,4,0,110,29,4728,385,-1
740,4902.55,6971.4,3439.69,3284.7,2,2,50,50,25,1,60,72,55,0,0,145,50,4381,781,-1
741,4902.55,6971.4,3542.77,3426.22,2,2,50,50,25,1,60,70,84,2,0,106,72,4612,206,-1
742,4925.7,6971.4,3590.03,3493.49,2,2,50,50,25,1,60,75,79,2,0,150,63,4272,157,-1
743,4902.55,6971.4,3642.17,3572.35,2,2,50,50,25,1,60,79,76,2,0,221,68,4409,324,-1
744,9884.3,7993.05,3748.2,3649.19,3,3,50,50,1,1,60,67,79,0,0,179,98,4144,471,-1
745,9884.3,6971.4,3769.98,3703.1,3,3,50,50,1,1,60,74,62,0,0,116,94,4612,0,-1
746,9884.3,6971.4,3827.41,3809.17,2,3,50,50,1,1,60,71,69,1,0,145,107,4072,166,-1
747,9884.3,6971.4,3812.61,3907.33,2,3,50,50,1,1,60,77,57,1,0,107,125,4395,206,-1
748,9884.3,6971.4,3877.82,3907.05,2,2,50,50,1,1,60,64,49,1,0,87,133,3902,101,-1
749,9884.3,9882.4,3807.82,3943.4,3,3,50,50,1,1,60,78,57,1,0,172,47,4030,668,-1
750,9884.3,9882.4,3837.77,3996.91,2,2,50,50,1,1,60,69,52,3,0,70,43,4567,171,-1
751,9884.3,9882.4,3864.14,3989.8,2,2,50,50,1,1,60,73,86,0,0,72,46,4112,283,-1
752,9884.3,9882.4,3857.29,4013.47,3,3,50,50,2,1,60,67,67,0,0,65,71,4089,398,-1
753,9884.3,9882.4,3858.37,4076.88,3,3,50,50,1,2,60,79,66,1,0,118,91,4513,381,-1
754,9884.3,9882.4,3838.46,3984.59,3,3,50,50,1,2,60,55,32,0,0,74,89,3548,1485,-1
755,9884.3,9665.95,3745.05,3886.1,3,3,50,50,2,1,60,56,23,0,0,56,64,2742,1616,-1
756,9884.3,9828.05,3680.94,3937.24,3,3,50,50,2,2,60,61,25,0,0,72,53,3443,1111,-1
757,9884.3,9828.05,3733.54,3860.89,3,2,50,50,2,1,60,55,36,0,0,76,23,4241,542,-1
758,9884.3,9828.05,3770.43,3887.26,2,2,50,50,2,1,60,61,29,0,0,34,23,3724,580,-1
759,9884.3,9828.05,3823.12,3843.03,3,3,50,50,2,1,60,56,27,0,0,25,24,4618,320,-1
760,9884.3,9828.05,3695.01,3789.03,2,3,50,50,2,1,60,44,10,0,0,49,30,2603,2686,-1
761,9998.3,9828.05,3848.56,3800.88,3,3,50,50,4,1,60,72,21,0,0,92,46,3429,812,-1
762,9998.3,9828.05,3814.11,3687.72,3,2,50,50,5,1,60,56,14,0,0,79,42,2414,2422,-1
763,9998.3,9828.05,3781.56,3657.44,2,2,50,50,5,1,60,54,11,0,0,93,97,3398,1066,-1
764,9998.3,9828.05,3839.66,3687.7,3,3,50,50,4,1,60,72,45,0,0,181,118,4252,478,-1
765,9998.3,9828.05,3809.56,3785.4,3,2,50,50,5,1,60,71,66,1,0,153,103,4346,764,-1
766,9998.3,9828.05,3930.71,3808.12,3,2,50,50,7,1,60,73,56,0,0,66,74,3844,836,-1
767,9884.3,9828.05,3847.22,3694.51,3,3,50,50,5,1,60,58,22,0,0,101,56,3485,939,-1
768,9884.3,9828.05,3873.93,3759.95,2,2,50,50,5,1,60,70,47,0,0,115,38,4217,827,-1
769,9884.3,6489.4,3819.46,3811.72,2,3,50,50,5,1,60,67,25,0,0,127,52,3354,1200,-1
770,9884.3,8323.9,3806.56,3729.59,3,3,50,50,5,1,60,64,64,0,0,110,40,3312,1278,-1
771,9884.3,8323.9,3470.28,3471.11,2,2,50,50,5,1,60,49,2,0,0,60,45,817,5537,-1
772,9884.3,8323.9,3228.29,3240.54,2,2,50,50,5,1,60,39,2,0,0,31,51,1421,4378,-1
773,9662.3,5019.4,3076.13,3132.71,2,2,50,50,4,25,60,51,5,0,0,155,77,1765,2883,-1
774,9662.3,5019.4,2929.17,2969.82,2,2,50,50,4,25,60,42,3,0,0,96,43,1055,3582,-1
775,9662.3,5019.4,2860.26,2788.71,2,2,50,50,4,25,60,47,6,0,0,164,51,1804,3443,-1
776,9662.3,5019.4,2754.09,2732.76,2,2,50,50,3,25,60,49,2,0,0,187,64,1933,3187,-1
777,9662.3,5019.4,2451.45,2581.03,2,2,50,50,3,25,60,31,1,0,0,68,106,805,6084,-1
778,9524.35,5019.4,2172.95,2340.94,2,2,50,50,2,25,60,30,1,0,0,98,42,367,6597,-1
779,9524.35,5019.4,1943.36,2123.25,2,2,50,50,2,25,60,33,0,0,0,43,20,0,7500,-1
780,9524.35,5019.4,1891.38,2029.76,2,2,50,50,2,25,60,35,5,0,0,14,20,1629,4447,-1
781,9524.35,5019.4,1918.7,1925.43,2,2,50,50,2,25,60,36,10,0,0,23,76,2437,2880,-1
782,9524.35,5799.9,1862.06,1750.74,3,3,50,50,2,5,60,41,1,0,0,4,60,578,6370,-1
783,9524.35,5799.9,1647.66,1544.35,2,2,50,50,2,5,60,33,0,0,0,12,31,0,7500,-1
784,9524.35,5799.9,1660.31,1480.04,2,2,50,50,2,5,60,31,2,0,0,16,25,1755,3718,-1
785,9524.35,5799.9,1437.3,1289.46,2,2,50,50,2,4,60,24,0,0,0,20,15,0,7500,-1
786,8678.1,5799.9,1202.86,1208.19,2,2,50,50,1,4,60,59,3,0,0,25,52,145,7000,-1
787,8678.1,5799.9,1188.76,1222.75,3,2,50,50,1,3,60,49,2,0,0,25,34,1345,4179,-1
788,8678.1,5799.9,1312.86,1312.37,2,2,50,50,1,4,60,49,3,0,0,29,16,1669,3081,-1
789,8678.1,5019.4,1276.42,1182.45,2,2,50,50,1,25,60,44,4,0,0,32,14,964,5532,-1
790,8678.1,5019.4,1153.37,972.02,2,2,50,50,1,25,60,32,0,0,0,52,7,0,7500,-1
791,8678.1,5019.4,1222.88,955.73,2,2,50,50,1,25,60,50,2,0,0,21,10,1716,4096,-1
792,8678.1,5019.4,1158.53,947.19,3,2,50,50,1,25,60,43,0,0,0,19,5,0,7500,-1
793,8678.1,5019.4,932.82,910.19,2,2,50,50,1,25,60,34,0,0,0,24,18,0,7500,-1
794,8678.1,5019.4,839.69,739.23,2,2,50,50,1,25,60,33,0,0,0,11,7,0,7500,-1
795,8678.1,5019.4,737.85,579.93,2,2,50,50,1,25,60,52,0,0,0,17,27,0,7500,-1
796,8678.1,9550.0,810.14,868.6,3,3,50,50,2,1,60,50,5,0,0,28,14,1470,4051,-1
797,8678.1,9550.0,767.73,909.78,2,2,50,50,1,1,60,44,1,0,0,28,15,535,6108,-1
798,8678.1,9550.0,869.69,963.1,2,2,50,50,1,1,60,53,2,0,0,27,6,1633,4290,-1
799,8678.1,9550.0,801.83,930.09,2,3,50,50,1,1,60,43,1,0,0,24,8,163,7368,-1
800,8678.1,9550.0,745.82,794.49,2,2,50,50,1,1,60,39,1,0,0,6,10,182,6935,-1
801,8678.1,9550.0,630.74,763.64,2,2,50,50,1,1,60,45,1,0,0,11,22,98,7144,-1
802,8678.1,9550.0,500.55,674.03,2,2,50,50,1,1,60,44,0,0,0,10,10,0,7500,-1
803,8678.1,6050.0,476.34,584.79,2,2,50,50,1,1,60,50,0,0,0,20,7,0,7500,-1
804,4867.3,6050.0,374.38,431.56,2,2,50,50,25,1,60,42,0,0,0,23,7,0,7549,-1
805,4867.3,6050.0,286.55,366.34,2,2,50,50,25,1,60,30,0,0,0,0,2,0,7500,-1
806,4867.3,5019.4,289.77,369.29,2,2,50,50,24,23,60,40,4,0,0,10,13,769,5366,-1
807,4867.3,4783.95,237.84,357.54,2,2,50,50,21,25,60,38,1,0,0,28,20,368,6918,-1
808,4867.3,4783.95,110.51,305.21,2,2,50,50,18,25,60,40,1,0,0,12,7,41,7407,-1
809,4867.3,4783.95,126.03,252.86,2,2,50,50,16,24,60,42,1,0,0,41,10,479,6101,-1
810,4867.3,4734.8,85.65,193.78,2,2,50,50,14,19,60,37,2,0,0,49,16,950,5568,-1
811,6050.0,6000.0,39.26,161.06,3,3,50,50,1,2,60,41,0,0,0,25,15,0,7500,-1
812,6050.0,6000.0,-85.6,203.67,2,2,50,50,1,2,60,47,0,0,0,107,13,0,7500,-1
